Country,AgriLand,ChildrenPerWoman,DemocracyScore,Exports,FemaleParticipation,ForestArea,GDPpercapita,HealthSpendPerPerson,Hightotechnologyexports,Imports,IncomePerPerson,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,LiteracyRateAdult,LIteracyRateYouth,Populationdensity,ElectricityPerPerson,Taxrevenue,Tradebalance,Trafficdeaths,Urbanpopulationgrowth,YearlyCO2emission
Guyana,8.712217424,3.646,-7,81.2864679,29.20000076,152050,802.9163825,69.78489972,0.800485903,93.64058143,5307.573039,0,53.4,11.77879595,8.29244856,60.604,0,0,3.614,0,0,-12.35411353,29.0024929,0.614078176,1789.333333
Haiti,58.05515239,6.058,-9,11.93596154,69.40000153,1090,418.045341,7.322736682,5.945330015,35.09563335,4425.806257,0,128.2,15.26824668,3.310004219,50.756,0,0,204.966,23.06704243,0,-23.15967181,8.17910099,2.32130601,751.6666667
HolySee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0
Honduras,29.10894629,6.313,1,37.2369442,36.79999924,63920,1115.742058,46.32307909,1.730701557,44.0568961,6673.580583,41.95,68.6,13.21167033,4.111891811,59.605,0,0,32.364,62.03459791,15.31319104,-6.819951902,14.56089497,4.729027025,2057
HongKongChina,0,0,0,0,0,0,12004.70252,0,0,0,26988.19531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,73.70704037,1.981,-7,39.09277132,77,19070,3769.618011,467.5256647,17.76708159,41.25148572,24037.1095,24.14,24,5.686642937,18.33502528,69.11,98.85828526,99.37114563,114.998,468.7560836,22.5410694,-2.158714396,15.93998,0.6776435,86852.33333
Iceland,22.76309227,2.312,0,35.49331127,78.09999847,180,22622.9028,3051.343377,19.83018963,35.47349243,44869.71496,0,7.8,52.47579252,46.81775106,76.66,0,0,2.215,2844.994631,25.39799987,0.019818832,7.507259369,1.42007359,1866.333333
India,60.66043542,4.679,8,6.033737872,38.70000076,653900,230.0085355,6.771163003,5.669852153,9.352686249,1687.148293,0,113.5,11.50832081,1.386022845,55.363,0,0,212.961,13.61953502,9.694169248,-3.141638577,20.98031998,3.882422829,348549.6667
Indonesia,20.97628024,4.43,-7,34.17899693,49.79999924,994090,390.0096519,12.28272613,11.1402042,20.21037204,3098.199621,0,84.6,30.99043917,2.874988279,58.594,67.31267192,85.43709166,79.189,15.67682384,13.79305931,13.96862489,24.69155693,4.845296835,94776
Iran,35.43827331,6.481,-2,14.41097616,22.89999962,110750,1485.014069,78.95609443,1.236179227,27.07054568,14014.61413,0,75.8,22.30631326,4.670004025,54.139,64.86580732,82.71262112,23.405,138.4415345,7.208246928,-12.65956952,59.52505112,5.134221242,121003.6667
Iraq,21.58126986,6.569,-9,0,14.39999962,8180,839.6018162,41.35473864,0,0,36931.48992,0,54.2,27.61499047,0.939245376,60.03,74.05220113,84.79680343,31.355,343.2987857,0,0,117.9309311,4.394061973,45554.66667
Ireland,83.13253012,3.001,10,46.03720814,28.20000076,6350,10153.25351,2202.634277,38.8846185,59.83699606,24434.04649,27.23060286,12.1,-0.072072576,24.32161529,72.6,0,0,48.636,1057.232314,25.12294678,-13.79978791,16.60241,1.766811773,26253.33333
IsleofMan,59.64912281,0,0,0,0,30,15249.67485,0,0,0,20617.52936,0,0,3.995422944,0,0,0,0,113.832,0,0,0,0,0.420714166,0
Israel,24.63031423,3.28,9,43.77934272,48.79999924,1530,12856.71785,1011.19235,16.68912494,59.3359137,29638.51054,0,15.4,134.740174,20.32354911,73.774,0,0,169.149,798.8117372,26.90559937,-15.55657098,10.81511,2.839919758,21145.66667
Italy,59.71235252,1.722,10,21.03845093,44.29999924,83690,13160.82813,1730.885277,7.929261459,23.72097807,32403.76596,26.80495528,14.3,20.81579474,20.41767518,74.12,0,0,186.584,670.3627022,22.58551219,-2.682527136,17.91876,0.505667997,388934.3333
Jamaica,45.8910434,3.733,10,51.06743809,86.09999847,3410,2719.611392,105.8468581,0.157556654,51.0402028,12030.38172,33.86333333,32.3,18.28801246,9.420944475,70.542,0,0,194.012,142.703164,25.7243914,0.027235298,14.00629807,2.535564672,8451.666667
Japan,16.54654655,1.777,10,13.42265571,56.70000076,248760,23021.72563,2352.635323,24.04237691,14.42772507,36976.51491,0,7.4,5.437983897,34.11010272,76.19,0,0,306.756,994.0464974,9.22614327,-0.913816455,10.21301,0.904592245,998990.6667
Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,12.77198549,7.262,-10,39.86274676,11.89999962,980,1931.681341,117.8130295,2.980826582,84.19046005,8030.634273,34.93,43.2,1.095898472,9.353946055,66.206,0,0,25.729,138.7335994,20.3537244,-44.32771329,27.1492939,4.584089738,4726.333333
Kazakhstan,78.17520465,2.974,-7,55.12530817,88.30000305,33650,1564.530102,80.37259117,9.868502513,48.29720932,14440.47107,23.405,57.9,313.122111,3.587107726,65.068,0,0,5.475,393.465224,12.26368906,6.828098855,16.820944,1.734500468,186256.4
Kenya,44.94500474,7.455,-6,29.51696416,81.69999695,35820,435.5557894,9.334575478,3.370148614,35.89983172,2688.334931,47.87,68.5,9.550720035,3.005106718,57.818,82.22907531,92.52817587,28.03,28.04918206,17.36687985,-6.38286756,31.48476219,7.281715107,6196.666667
Kiribati,46.91358025,5.073,0,23.43781845,0,120,720.269957,98.29687499,0,110.2066604,5706.007646,0,84.2,15.81809218,4.095075158,55.894,0,0,75.402,0,0,-86.76884197,5.257735729,3.71682025,29.33333333
Kuwait,7.575757576,5.524,-10,78.34904774,26.79999924,50,22265.07036,593.3613199,1.319532958,34.2978943,95814.38727,0,29.6,42.56670491,18.12854253,69.477,67.5176582,78.97543653,77.279,3070.413259,0.810753674,44.05115344,50.51705,6.228601965,24673
Kyrgyzstan,55.20333681,4.035,-7,0,83.40000153,8580,0,0,10.64088983,59.10991653,5180.897234,23.595,0,0,0,63.155,0,0,0,429.6951936,13.61559335,-17.94917746,15.9566132,0,0
Latvia,30.41968162,1.937,-7,51.03556079,93.5,32410,3201.325059,253.9292295,5.250538956,58.4057008,16556.57665,23.8,19.5,0.478668911,27.35130731,69.12,99.74656994,99.7502644,38.906,587.676385,14.22221831,-7.370140009,28.21941,1.108741744,8798.533333
Lebanon,58.7487781,3.997,0,16.57792286,27.39999962,1310,4817.647137,176.6964051,2.401492785,52.43855968,7627.601732,0,38.7,27.27864283,9.905727669,67.954,0,0,268.715,932.3097727,14.60905224,-35.86063682,44.47524643,1.953186491,6178.333333
Lesotho,75.62582345,5.589,-7,21.00565308,71.59999847,420,287.5269949,25.1749618,0.182069445,110.0862838,1601.023969,0,93.1,41.45950313,1.492544087,53.795,86.25443487,90.92690279,43.155,0,46.39823899,-89.08063076,17.26665115,3.776635327,0
Liberia,26.74418605,6.973,-7,71.77859443,60.40000153,46290,682.4003209,4.552032037,0,64.38839245,1219.693274,0,159.4,9.479527508,0.19290463,45.996,43.44244808,59.4234118,17.263,0,0.318976728,-0.052457024,34.08774567,5.931723119,2042.333333
Libya,8.570421815,7.769,-7,45.10249239,17.89999962,2170,7008.959842,168.3507729,0,24.88787494,47322.54617,0,59.1,26.25119931,4.239960261,64.184,73.14033167,94.48668532,1.741,543.9156707,0,20.21461745,24.51953506,6.748826064,26902.33333
Liechtenstein,56.25,0,0,0,0,70,37874.39217,0,0,0,82951.13067,0,4.27,2.230428363,56.84089268,0,0,0,157.581,0,0,0,0,1.496144869,0
Lithuania,49.43977779,2.056,-7,45.9995467,90.09999847,20200,3934.709774,292.2706277,4.862016399,52.18853837,24475.05091,23.98,18.1,194.9149027,23.2877934,70.68,0,0,52.528,547.709574,16.30041596,-6.18899167,21.927296,2.257033782,15707.26667
Luxembourg,49.80694981,1.456,0,91.06792812,42,870,21003.69501,4378.190342,11.16304038,83.81993129,54043.29074,23.77205419,11.3,7.921358676,35.05937108,72.57,0,0,140.819,1276.299945,24.81434986,7.234737701,11.499053,1.044233876,11025.66667
MacaoChina,0,0,0,0,0,0,16545.38389,0,0,0,30432.88609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,61.97338102,6.514,-6,13.34275567,88.5,131220,359.9436907,8.148725723,0.993355562,29.73785684,3071.149955,37.02,103.2,14.98687889,0.593860885,49.005,70.68616958,70.23622047,14.665,0,11.73599806,-16.39510117,23.91659546,5.051237891,1613.333333
Malawi,40.62367416,7.621,-9,24.84329838,90.69999695,35670,160.2232084,8.116400378,1.424471203,38.80210801,1400.133188,31.85,151.5,15.79276133,0.39142876,44.417,0,0,52.664,0,0,-13.95880962,25.79216957,6.145420442,711.3333333
Malaysia,15.39796074,3.789,4,56.68654275,47.70000076,215910,1909.618067,108.792032,46.51243564,54.26974929,9101.166476,34.69,25.7,6.87267912,24.05801782,68.051,69.5163325,87.96863514,41.936,646.80059,15.86237069,2.416793453,16.94842148,4.518238171,27995
Maldives,26.66666667,7.071,0,153.5433562,22.60000038,10,2747.270452,151.8262304,0,205.1169682,1927.39421,0,106.7,4.242921724,6.443811581,52.285,96.32649558,98.1701231,525.591,0,13.81162237,-51.57361198,29.66745758,7.629974411,44
Mali,26.29098747,7.046,-7,14.69700373,43.70000076,132810,211.9885663,10.275658,5.746676683,29.10271408,1401.717752,0,159.5,16.30061544,0.536855156,39.628,9.433807008,19.64622759,5.842,0,13.90495215,-14.40571035,34.49703979,4.395544742,392.3333333
Malta,40.625,2.087,0,80.93356882,9.699999809,3,5083.817093,698.3299295,58.94782552,86.4064463,18208.43425,0,15,12.39256449,25.0542907,73.026,0,0,1033.889,1105.561046,26.46517227,-5.47287748,3.220545053,1.058181571,1023
MarshallIslands,73.61111111,0,0,0,0,130,2227.83898,376.0341075,0,0,10781.90557,0,51.2,2.620095009,1.759576043,0,0,0,168.939,0,0,0,12.4055109,3.083479592,77
Martinique,0,2.287,0,0,68.59999847,0,0,0,0,0,21494.58599,0,0,0,0,70.821,0,0,296.056,0,0,0,0,0,781
Mauritania,38.28854177,6.426,-7,36.82315258,68.09999847,3170,543.8493166,17.62911211,0,66.65642562,3049.896095,28.975,94.7,6.54744901,0.847833967,54.28,51.20767798,61.33664597,1.48,0,0,-29.83327303,27.48722076,7.986829772,630.6666667
Mauritius,56.15763547,2.672,9,50.95300809,40.59999847,390,1572.824506,100.7497216,2.771103648,61.16650994,6797.487619,0,32.2,26.56957029,10.85557956,67.017,84.30308904,94.538963,472.56,0,0,-10.21350185,4.90542,1.006541789,590.3333333
Mayotte,45.94594595,7.681,0,0,0,160,0,0,3.003066891,0,0,0,0,0,0,67.863,0,0,147.102,0,0,0,0,0,0
Mexico,51.02960467,4.705,-3,10.70529843,42.09999847,667510,5024.444802,176.9783557,17.30301589,12.97391821,18639.12847,37.834,55.6,33.40909959,8.221819649,66.563,82.98924182,91.94719655,35.122,146.8935941,11.34550317,-2.268619775,27.31921,3.474556667,268429.3333
Monaco,0,0,0,0,0,0,65841.1961,3629.21009,0,0,52844.12122,0,3.585714286,11.25731706,53.97502004,0,0,0,17502.013,0,0,0,10.33135319,1.06400387,0
Mongolia,80.19452097,6.209,-7,41.55535464,71.40000153,117170,526.2224796,32.3436162,0.574052378,59.35984567,3599.997836,0,103.7,33.2116526,4.587937584,56.936,97.7688517,97.71011943,1.081,215.9165325,14.06142241,-17.80449104,42.3170166,3.922176826,6878.666667
Montenegro,38.14126394,2.266,-5,39.22345068,0,5430,1865.414382,190.8473699,0,67.76525644,22166.91114,0,0,6.799995813,29.1250343,73.057,0,0,41.708,0,0,-28.51241902,0,3.388621195,4950
Montserrat,0,0,0,0,0,0,0,0,0,0,16939.6371,0,9.858,0,0,0,0,0,116.725,0,0,0,0,0,14.66666667
Morocco,64.8218687,5.682,-8,17.38831151,22.89999962,50170,1018.716601,28.4109682,6.94417163,26.741531,5255.408157,0,93.6,15.22065231,11.35185036,57.576,53.72708953,74.16027775,43.818,51.22213309,23.72264798,-9.35321949,22.31610298,4.266830731,15942.66667
Mozambique,59.89470739,6.49,-8,10.861856,92,411880,202.7213556,9.538271618,7.505731728,27.35932129,970.7496229,0,169.6,27.67866426,0.588020836,42.882,27.1017784,43.6443638,15.152,12.8920922,0,-16.49746529,32.36027908,9.492910711,3208.333333
Myanmar,15.89038161,5.001,-8,9.098914972,75.69999695,348680,0,0.673055693,0.083068851,12.94258184,1870.262407,0,93.4,1.235183685,0.122168696,54.977,89.94176457,94.58631256,48.575,8.15169101,3.808919263,-3.843666869,17.34100342,2.072509003,5525.666667
Namibia,46.95429314,6.451,6,78.92243931,66.40000153,80320,2263.396219,109.5854769,2.717926761,71.107164,8334.201862,0,62.4,14.30484896,2.69687277,57.739,0,0,1.229,0,27.39118567,7.815275311,25.37347221,3.277744809,2102.466667
Nauru,0,0,0,0,0,0,0,345.8313317,0,0,21213.25273,0,34.71666667,0,0,0,0,0,356.571,0,0,0,26.21061516,0,124.6666667
Nepal,29.29370629,5.76,-9,11.54126236,44.5,39000,141.3197362,4.448908723,0.011031168,18.73153316,1344.6023,35.855,140.3,7.609546899,0.477801162,47.653,0,0,102.223,5.261834717,8.670856856,-7.190270794,18.0339222,6.592006982,542.6666667
Netherlands,59.83412322,1.6,10,52.31006003,36.70000076,3600,15984.14637,2213.824515,24.37853775,52.42226732,40744.41712,0,8.8,4.261286317,42.15457841,75.76,0,0,339.248,1071.113723,22.36669167,-0.112207295,12.66406,1.275007939,177492.3333
NetherlandsAntilles,0,2.39,0,0,44.90000153,0,0,0,0,0,41015.37507,0,0,0,0,72.964,95.10354766,96.98057948,216.621,0,0,0,0,0.484991091,5331.944445
NewCaledonia,14.49671772,3.551,0,14.52838077,49.70000076,8390,9908.476256,0,1.119686881,29.71431897,53930.1263,0,0,12.59887241,19.59837469,67.092,0,0,7.668,0,0,-15.18593819,0,1.90585212,2002
NewZealand,63.82970643,2.15472,10,29.12471762,46,82660,10426.73034,1427.070356,7.387477161,30.335786,33436.20437,0,12.7,15.47110088,37.91577615,72.95,0,0,11.633,2535.036607,29.74307957,-1.21106838,18.88515,0.282268579,17457
Nicaragua,31.12015955,6.131,0,24.22880036,48.29999924,38140,1293.989049,39.48032285,3.190020412,43.26836167,7057.274308,0,76.4,36.978628,2.171243597,58.502,0,0,24.94,134.4116627,15.8800288,-19.03956131,16.76382446,3.347895557,2027.666667
Niger,24.25199337,7.707,-7,24.58490671,49,13280,259.4851454,4.801736345,9.022006273,38.13207619,1914.989063,29.44,132.9,20.81911998,0.231808583,39.422,0,0,4.634,0,0,-13.54716948,39.79191589,5.913521976,572
Nigeria,77.28076243,6.783,7,29.37517447,49.90000153,131370,416.340061,15.91412645,0.891700846,19.19613986,1843.343654,34.87,127.6,12.41966216,4.304762857,45.555,51.07765836,66.38354494,81.777,31.07767884,0.254715922,10.17903461,29.38738823,5.001046298,68148.66667
Niue,0,0,0,0,0,0,0,878.5157503,0,0,0,0,22.4125,0,0,0,0,0,13.088,0,0,0,7.569135189,0,3.666666667
NorthKorea,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,143.02,0,0,0,0,1.466904887,125000.3333
NorthernMarianaIslands,7.065217391,0,0,0,0,320,0,0,0,0,6371.18041,0,0,0,0,0,0,0,36.741,0,0,0,0,8.379804949,0
Norway,3.076114105,1.72,10,43.24082136,68.90000153,93010,22330.13757,4130.464225,14.60070841,37.14767809,24961.13036,23.37598781,8.1,13.16291434,48.17254088,75.65,0,0,10.608,5513.74189,27.83594324,6.093143268,8.781142,0.991979571,35031.33333
Oman,3.395799677,8.299,-10,62.65911408,21.89999962,20,4535.628011,258.5668722,3.0024215,37.65549296,10989.4288,0,78.5,51.10502924,7.569818397,59.757,86.62114302,97.62982154,3.817,322.6505183,7.230196331,25.00362112,13.51552677,9.656442596,6046.333333
Pakistan,32.8196347,6.535,-7,12.4872847,11,21160,339.4258819,4.73676225,0.679644803,24.09991671,1334.099512,0,121.3,9.062117371,4.389104238,58.023,55.526367,71.11291,101.109,27.66309184,11.4085267,-11.612632,15.00751495,4.597011259,32065
Palau,10.86956522,0,0,43.444153,0,400,6384.075469,607.7751757,0,81.5985434,17343.47899,0,26.4,4.701459263,26.97033263,0,91.92141563,94.27577853,26.573,0,0,-38.77064955,8.075592041,1.02555404,148.8666667
Panama,24.95291902,3.884,-6,98.1864945,47.79999924,33690,3170.321512,240.0168799,1.84584179,88.75416634,6643.421979,42.69666667,35.8,33.69156096,12.93391439,70.197,88.0717369,96.10619878,25.862,233.6279105,11.48730912,9.432328163,16.396532,2.910984918,3454
PapuaNewGuinea,1.704721106,5.694,4,43.18248427,78.30000305,301330,646.7762937,27.39916474,39.94315536,53.3224135,1809.70519,40.86,77,7.091315592,0.873807274,52.765,57.3432559,66.67899393,6.947,0,19.90776924,-10.13992923,19.57776451,4.41736652,1829.666667
Paraguay,32.80896048,5.219,-8,15.30973599,61.20000076,193680,1411.486717,48.54972972,3.711710035,28.70363323,4283.089644,0,48.6,16.71327188,4.622607189,66.794,91.78195443,96.78578817,7.854,108.6931887,11.20203911,-13.39389725,9.399675333,4.084550309,1532.666667
Peru,14.59296875,5.009,7,22.40206354,39.70000076,692130,2261.396653,84.75226321,3.437875895,19.41958986,6441.290571,35.26,81.6,65.89812025,11.9981658,60.063,87.6698485,96.75562539,13.451,174.0670672,13.41074655,2.98247368,15.75574398,3.512729505,24119.33333
Philippines,35.63403428,5.183,-9,23.57260953,57.09999847,71170,1098.398297,16.97583262,59.50495266,28.47109116,2549.909183,34.225,54,14.24994909,3.375456919,62.155,83.31723259,91.78898683,156.88,57.66623802,14.1262833,-4.898481635,9.119969493,3.832890886,36996.66667
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,62.41216261,2.31,-6,29.69904661,77.30000305,90590,4456.940822,333.4406993,3.482693483,32.25234089,9173.321647,26.48,21,14.19617278,18.87590375,70.28,99.61789,99.99986,110.061,301.2514492,16.99976263,-2.553294286,13.21086722,1.894118652,464533.6667
Portugal,43.4863388,2.286,9,21.77481422,54.79999924,34200,6511.367048,1014.757978,5.775806543,33.52663822,11419.72089,0,22.7,20.90304225,18.72269008,71.75,0,0,106.39,335.0027102,20.54964912,-11.751824,26.99829,2.023568078,26983
PuertoRico,53.55129651,2.607,0,65.12908368,31.89999962,4640,9022.369029,0,0,72.57639054,10771.17508,0,60.5,11.52196675,17.66645291,73.772,86.74605532,93.74586022,360.114,0,0,-7.447306855,0,2.436241091,0
Qatar,4.745470233,5.811,-10,56.50396087,31.89999962,0,31882.43643,887.3751024,0.007753662,29.8673573,67344.0971,0,29.1,17.11450386,17.69887822,72.72,91.47606111,95.80385101,20.145,4529.676826,21.06702268,27.12993084,19.76734543,8.725454041,13097.33333
Romania,64.96483459,2.442477876,-8,31.10695541,82.30000305,63660,1840.842604,166.2098199,3.793394187,39.89495309,9755.081492,21.885,35.4,45.47341826,12.8599295,69.718,96.70998266,99.10746203,93.13,220.9612321,15.09487185,-8.787997679,14.3535275,2.102564984,196599.3333
RussianFederation,13.26346246,1.979,-7,39.63678957,91.69999695,8092690,2154.90183,162.3366992,11.28271169,27.67497476,11517.45635,27.46,27.3,322.4320415,8.442935415,67.7,0,0,8.12,890.257405,14.52604661,11.96181482,17.42102,1.667331205,1728385.267
Rwanda,69.51763275,8.448,-7,14.4365216,94.90000153,3440,263.6974325,9.147305063,9.12568675,26.38207286,818.7091971,37.8,125.2,3.064775182,1.248642269,45.883,64.88859517,77.62033288,196.633,0,9.048258736,-11.94555127,38.68658447,6.401070775,495
SaintHelena,0,0,0,0,0,0,0,0,0,0,2030.439241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SaintKittsandNevis,57.69230769,0,0,0,0,110,0,0,0.479063935,97.14506173,5268.291057,0,0,0,0,0,0,0,0,0,19.88054161,-30.24691358,13.59305668,0,0
SaintLucia,32.78688525,4.703,0,0,38.79999924,470,0,0,8.142089698,94.21742713,4491.724514,0,0,0,0,68.88,0,0,0,0,0,-27.26112265,18.64307404,0,0
SaintVincentandtheGrenadines,30.76923077,3.985,0,0,37.90000153,260,0,0,0.010443551,105.1403304,2783.157837,0,0,0,0,67.537,0,0,0,0,22.07636156,-50.19345329,8.782874107,0,0
SaintPierreetMiquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,30.38869258,6.203,0,33.31095641,57.5,1710,1388.948945,85.72917335,0.330158568,54.57265651,3684.398277,0,55.6,8.632017807,2.891179086,59.797,98.55447,99.38201,54.757,0,0,-21.10595565,8.599116325,0.588072918,99
SanMarino,16.66666667,0,0,0,0,0,17029.60534,2591.415928,0,0,23467.96268,0,5.125,20.81570531,38.82847838,0,0,0,350.787,0,21.48151214,0,9.910824776,4.049777014,0
SaoTomeandPrincipe,38.54166667,6.409,0,14.93760826,46.5,270,543.9990393,27.9005064,0.044979683,0,2164.302411,0,59.3,17.42163304,11.14712317,60.555,69.53638509,80.20315973,98.224,0,0,0,30.70319366,3.617980584,40.33333333
SaudiArabia,40.45327466,7.206,-10,63.54600405,16.29999924,9770,15683.72114,270.8458823,0.469650459,27.3391721,34568.06035,0,70.9,36.66922217,12.11798937,63.04,77.67677864,93.20615255,4.559,2258.862946,0,36.20683195,26.34977531,8.455435627,169389
Senegal,45.92011635,7.382,-2,23.89849793,67.59999847,88980,494.2061574,17.08497357,4.956678553,38.35635286,1414.10891,0,91.7,11.52872109,3.850307421,48.944,26.86885372,37.8661034,27.521,15.06500679,15.19017634,-14.45785493,27.43566132,3.686759918,3351.333333
Serbia,57.80928424,2.353,-5,26.14243571,0,24600,946.1906748,184.8503534,0,49.41261422,14992.88508,0,16.475,34.06612726,35.20884141,69.877,0,0,101.245,1433.819624,23.11100986,-23.27017851,7.464359,0.085207466,52022.66667
Seychelles,10.86956522,3.848,0,67.95838199,0,410,4531.964848,338.8131018,1.295883969,79.13791273,10246.57176,0,25.5,22.01592578,17.9803597,69.802,0,0,138.037,0,27.97714982,-11.17953074,10.57620716,2.523958209,95.33333333
SierraLeone,38.0340687,7.058,-7,22.86456016,83.30000305,29220,293.7428469,3.533904945,27.64816666,38.21722092,1412.685443,0,166.1,-6.008730997,0.143442011,40.641,34.82679013,47.92760841,44.072,0,9.851745683,-15.35266076,57.27065659,3.814717865,608.6666667
Singapore,11.94029851,1.82,-2,202.6092755,42.29999924,20,9457.470949,353.36356,53.91320378,209.5542908,14103.68318,0,12.2,11.08816257,34.71508211,71.955,82.90605183,96.28811608,3535.231,420.1427234,14.65301075,-6.945015237,11.89191,1.250537347,31430.66667
SlovakRepublic,45.50415801,2.374,-7,64.04339523,94.69999695,19210,5671.672015,443.776838,4.387555132,68.08417839,11259.06765,19.02333333,20,5.915813711,32.47175587,70.44,0,0,101.189,480.356318,14.66767907,-4.059469019,13.9966625,2.929681199,40251.93333
Slovenia,25.72989076,2.039,-5,58.33995781,83.40000153,12330,10200.13248,980.9141472,4.860125806,58.73776043,17645.21904,24.64,16,46.41662235,29.71280432,71.017,99.65247,99.82697,90.436,1377.864223,19.98232139,-0.397802625,17.235136,3.378262869,14905
SolomonIslands,2.107895677,6.748,7,32.96498243,67.19999695,22680,1157.597211,49.2928116,0,53.19694323,1348.152389,0,40.9,9.433992279,1.099913266,58.778,0,0,7.933,0,0,-20.23196081,7.180696011,6.14665853,102.6666667
Somalia,70.13740555,7.013,-7,33.17983944,53.29999924,75150,0,2.613922405,0,88.48722098,1059.161404,0,148,100.9031751,0.554412917,44.747,0,0,10.093,0,0,-55.30738155,20.17230034,6.407556655,814
SouthAfrica,77.95499271,4.786,4,35.3802016,57.29999924,69330,3463.247113,138.3183483,6.056215027,27.34895616,8577.416087,44.93,66.5,24.91462963,4.68341998,56.929,76.20049065,85.16585343,23.814,462.3487094,25.74093117,8.031245435,43.51369095,2.461020439,228433.3333
SouthSudan,0,6.85,0,67.26265938,0,0,0,0,0,0,1770.152058,0,174.5,0,0,39.03,0,0,0,0,0,0,0,2.830532176,0
Spain,62.54229483,2.224,9,14.65565223,30.39999962,169880,8808.824382,1320.856507,7.06736265,16.84359085,13790.56055,26.61201267,15.3,13.354827,23.63191748,75.6,97.63060774,99.56430812,74.103,522.0159506,13.622114,-2.187938624,16.10002,1.525901765,214984
SriLanka,37.45814065,3.408,6,32.21849775,45.5,20820,441.7877954,20.05137495,1.48138193,54.79880349,1525.224276,29.17,39.3,19.97750504,2.005672631,68.195,90.55795051,97.98180225,229.885,32.01879628,15.23004334,-22.58030574,5.978727,1.135415566,3322
Sudan,46.48569024,6.802,-7,10.58123038,31.60000038,704910,272.8540086,11.43144571,1.10079083,23.14644146,1760.99215,0,87.1,22.0268916,2.744336662,54.249,61.34587311,78.15558788,8.01,11.69955065,0,-12.56521108,50.11398697,4.378913646,3747.333333
Suriname,0.442307692,3.922,-1,68.81369267,43.20000076,147760,2536.233698,105.3043742,5.516390727,74.22317856,6045.943926,0,40,7.158339118,7.467191291,65.862,92.10949768,97.14877977,2.233,0,0,-5.409485895,30.96791267,2.305011855,2372.333333
Swaziland,75.05813953,6.658,-10,74.60140439,71.80000305,5180,779.2524422,66.3414588,0.253299142,114.0460974,3664.765943,0,79.9,8.209538922,3.035887097,54.323,68.49286955,83.65784351,34.749,0,24.30881783,-39.44469302,30.68395805,7.439653207,465.6666667
Sweden,9.026660818,1.68,10,29.67041426,83,273890,19470.05511,2776.868319,15.82806391,30.91911633,20476.72435,22.18160205,7.1,11.71673231,46.01780049,75.8,0,0,18.469,3095.206403,21.93297921,-1.248702066,10.13364,0.288967757,71753
Switzerland,50.5,1.511,10,35.257927,51.40000153,11940,29182.93218,2913.029704,19.87531534,37.72003864,28732.36608,25.90952158,8.4,1.844395591,39.84800558,75.64,0,0,152.683,1578.144417,9.964013739,-1.757832224,17.66297,0.29727139,40535
Taiwan,0,2.515,-7,0,0,0,0,0,0,0,7672.453707,0,10,0,0,71.5,0,0,0,401.0622994,0,0,0,0,83644
Tajikistan,32.90082881,5.663,-7,49.2168402,89.19999695,4100,245.3328184,4.318696635,41.7450495,63.6145242,4097.027612,26.4,99.4,175.9521038,2.968693167,62.381,99.45124826,99.84706266,27.622,378.6732994,8.762003091,-14.397684,4.796921253,2.042554044,3591.133333
Thailand,37.06864491,3.392,2,24.11144865,86.69999695,190040,785.0234224,67.028171,27.4471635,30.36761848,2227.098555,35.15,47.5,12.70248097,6.536432092,64.169,87.98176042,96.86734947,92.538,63.91264372,16.18174351,-6.256169826,24.31255722,4.398013156,40113.33333
TimorLeste,18.76260928,4.767,6.5,0,58.90000153,8540,348.5492054,29.99466746,0,0,1590.463232,0,86.27777778,4.396980306,0.16415625,34.402,0,0,39.042,0,0,0,16.56348419,0.775754625,183.3333334
Togo,55.80069866,7.207,-7,51.06205646,59.59999847,4860,352.041067,7.35062363,1.93155969,56.3515193,1589.510624,0,105.1,10.46572659,0.942185828,52.339,53.1775995,74.43957115,46.965,27.00601884,14.64933635,-5.289462836,26.62271309,4.154904807,718.6666667
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.5,0,0,0,0,0,0
Tonga,47.22222222,5.553,0,30.06221538,17,90,1754.565312,99.8265465,0,67.71855558,2479.025149,0,25.3,5.909998567,3.665333835,67.476,99.24891582,99.56400874,143.075,0,0,-37.6563402,5.288154125,1.538557099,40.33333333
TrinidadandTobago,19.68810916,3.284,8,50.44734529,57.70000076,2340,6947.655718,218.2845712,0.673876284,38.97942585,9498.48606,30.515,35.7,22.73786535,17.48469052,67.022,94.97031903,99.21940224,210.175,437.4875494,26.47000082,11.46791944,19.42473,0.662155972,16936.33333
