Country,Year,AgriLand,ChildrenPerWoman,DemocracyScore,Exports,FemaleParticipation,ForestArea,GDPpercapita,HealthSpendPerPerson,Hightotechnologyexports,Imports,IncomePerPerson,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,LiteracyRateAdult,LIteracyRateYouth,Populationdensity,ElectricityPerPerson,Taxrevenue,Tradebalance,Trafficdeaths,Urbanpopulationgrowth,YearlyCO2emission
Sudan,1980,46.48569024,6.8020000000000005,-7.0,10.58123038,31.60000038,704910.0,272.8540086,11.43144571,1.10079083,23.14644146,1760.99215,0.0,87.1,22.026891600000003,2.7443366617500002,54.248999999999995,61.34587311,78.15558788,8.01,11.69955065,0.0,-12.56521108,50.11398697,4.378913646,3747.333333
Suriname,1980,0.44230769200000003,3.9219999999999997,-1.0,68.81369267,43.20000076,147760.0,2536.233698,105.30437416000001,5.51639072675,74.22317856,6045.943926,0.0,40.0,7.158339118,7.46719129075,65.862,92.10949768,97.14877977,2.233,0.0,0.0,-5.409485895,30.96791267,2.305011855,2372.333333
Swaziland,1980,75.05813953,6.6579999999999995,-10.0,74.60140439,71.80000305,5180.0,779.2524422,66.3414588,0.2532991415,114.04609740000002,3664.765943,0.0,79.9,8.209538922,3.03588709725,54.323,68.492869545,83.657843505,34.749,0.0,24.30881783,-39.44469302,30.68395805,7.439653207,465.66666669999995
Sweden,1980,9.026660818,1.68,10.0,29.67041426,83.0,273890.0,19470.05511,2776.86831875,15.828063909999997,30.91911633,20476.72435,22.18160205,7.1,11.71673231,46.01780049400001,75.8,0.0,0.0,18.469,3095.206403,21.9329792125,-1.2487020659999999,10.13364,0.288967757,71753.0
Switzerland,1980,50.5,1.511,10.0,35.257927,51.40000153,11940.0,29182.93218,2913.0297045,19.875315336666667,37.72003864,28732.36608,25.90952158,8.4,1.8443955907142853,39.848005582999996,75.64,0.0,0.0,152.683,1578.144417,9.9640137392,-1.7578322240000002,17.66297,0.29727139,40535.0
Taiwan,1980,0.0,2.515,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7672.453707,0.0,10.0,0.0,0.0,71.5,0.0,0.0,0.0,401.0622994,0.0,0.0,0.0,0.0,83644.0
Tajikistan,1980,32.900828808,5.662999999999999,-7.0,49.21684019833333,89.19999695,4100.0,245.33281838333332,4.318696635,41.7450495,63.614524203333325,4097.027612,26.4,99.4,175.9521037528333,2.968693167333333,62.381,99.45124826,99.84706266,27.622,378.6732994,8.762003091,-14.397683997,4.796921253,2.042554044,3591.1333334
Thailand,1980,37.06864491,3.392,2.0,24.11144865,86.69999695,190040.0,785.0234224,67.028170995,27.447163496,30.36761848,2227.098555,35.15,47.5,12.70248097,6.536432092,64.169,87.98176042,96.86734947,92.538,63.91264372,16.18174351,-6.256169826,24.31255722,4.398013156,40113.33333
TimorLeste,1980,18.76260928,4.7669999999999995,6.5,0.0,58.90000153,8540.0,348.5492054333333,29.994667462500004,0.0,0.0,1590.463232,0.0,86.27777777777777,4.396980306333333,0.16415625,34.402,0.0,0.0,39.042,0.0,0.0,0.0,16.56348419,0.775754625,183.33333334999998
Togo,1980,55.80069866,7.207000000000001,-7.0,51.06205646,59.59999847,4860.0,352.041067,7.350623629999999,1.9315596894999998,56.3515193,1589.510624,0.0,105.1,10.46572659,0.9421858278,52.339,53.1775995,74.43957115,46.965,27.00601884,14.649336355,-5.289462836,26.62271309,4.154904807,718.6666667000001
Tokelau,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.5,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,1980,47.22222222,5.553,0.0,30.06221538,17.0,90.0,1754.5653124285716,99.82654649749999,0.0,67.71855558,2479.025149,0.0,25.3,5.909998566714286,3.6653338347499997,67.476,99.24891582000001,99.56400873499999,143.075,0.0,0.0,-37.6563402,5.288154125,1.5385570990000002,40.33333333
TrinidadandTobago,1980,19.68810916,3.284,8.0,50.44734529,57.70000076,2340.0,6947.655718000001,218.28457119249998,0.6738762838000001,38.97942585,9498.48606,30.515,35.7,22.73786535,17.48469051975,67.02199999999999,94.97031903,99.21940224,210.175,437.4875494,26.470000815,11.46791944,19.42473,0.662155972,16936.33333
Tunisia,1980,55.99897013,5.349,-9.0,40.23725463,18.29999924,8370.0,1495.12759,89.55363607999999,3.2555582832,45.60090383,3543.7213100000004,31.62,67.7,12.79876319,9.621773070749999,61.993,66.68294291,88.4724542,39.466,76.52874984,19.758547926,-5.3636492019999995,28.17096901,3.8578020339999997,9489.333333
Turkey,1980,50.12668425,4.361000000000001,-5.0,5.162103929,26.20000076,101460.0,2540.3631579999997,221.3860233075,2.2242231184000003,11.92696813,4436.960547,0.0,89.1,93.00322465,13.226102492749998,58.668,65.69433989,84.69107924,56.288000000000004,77.561339,18.58659043,-6.764864202999999,12.11808968,3.23720905,75757.0
Turkmenistan,1980,68.97665609599999,5.012,-7.0,72.58705888,87.19999695,41270.0,765.4058898333333,40.692699385000004,4.952147411,58.88797149999999,6106.698740999999,21.51,95.4,669.7110729406667,0.8791120553333333,60.995,0.0,0.0,5.862,287.05095894,0.0,13.6990873806,13.0699204445,2.253240826,38684.800001999996
TurksandCaicosIslands,1980,1.052631579,0.0,0.0,0.0,0.0,340.0,0.0,0.0,14.3893670795,0.0,9978.599054,0.0,22.759999999999998,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,4.355531814,71.50000001749999
Tuvalu,1980,66.66666667,0.0,0.0,0.0,0.0,10.0,1395.523077,344.2652084,4.249648864,0.0,3462.102968,0.0,53.1,7.9556723342,10.1208197925,0.0,0.0,0.0,309.654,0.0,0.0,0.0,13.25611019,3.9105615730000003,0.0
Uganda,1980,53.45077824,7.1,3.0,19.44384185,87.90000153,38690.0,241.74116897142858,5.637434355,2.28598705175,26.03225107,638.7683033,32.345,125.7,42.566357738142855,2.19707767275,49.456,0.0,0.0,52.532,0.0,11.34543358,-6.588409221,35.31607056,4.349311254,627.0
Ukraine,1980,71.743799814,1.984,-7.0,48.042450234,92.0,95100.0,984.5852821499999,63.894654290000005,4.6756870655,47.243390994,7254.745675,22.61,22.8,315.9958902516667,3.80579713525,69.7,0.0,0.0,82.895,617.2531582200002,15.086378950000002,0.7990592430000001,15.142751999999998,1.443408064,408276.73332
UnitedArabEmirates,1980,2.667464115,5.422999999999999,-8.0,71.296308955,20.39999962,3100.0,61374.75455,688.13597165,1.3544058876666665,61.419944555,58179.448560000004,0.0,29.6,9.515976063,29.282997646,67.615,0.0,0.0,12.155999999999999,2774.7087079999997,0.7039220740000001,9.876364398,29.01392555,9.417220754,36901.33333
UnitedKingdom,1980,76.34026371,1.726,10.0,27.14079868,62.09999847,27930.0,15618.14742,2026.4796207500003,25.057363805000005,24.67793674,18199.8345,0.0,12.0,19.3796196,35.013116662799995,73.72,0.0,0.0,231.795,1529.3266199999998,27.533746735,2.462861946,11.37519,0.323085637,579238.0
UnitedStatesofAmerica,1980,46.74799322,1.821,10.0,10.14634146,64.0,3001950.0,22630.52015,2531.36179375,30.661257438,10.61607949,27838.10795,29.85266373,12.7,9.120245347000001,40.1079555456,73.93,0.0,0.0,23.868000000000002,3151.254973,10.15010007,-0.469738031,21.87183,0.9826471790000001,4720741.666999999
Uruguay,1980,86.16729517,2.7239999999999998,-7.0,15.03297037,58.70000076,14120.0,5618.848079,353.93119175,3.0987114415,20.63142597,7586.160431,32.72,36.1,54.76281093,17.263990166,70.255,97.472685015,98.774191025,16.654,398.7222362,17.075828526000002,-5.598455597999999,12.38723,1.149347406,5837.333333
Uzbekistan,1980,64.01128349800001,5.127000000000001,-7.0,32.608184002,89.19999695,32120.0,634.64989475,18.164556165,0.0,34.464225832,2233.98275,20.4,86.9,145.8797593908333,2.99652204525,65.472,98.64258347,99.87434931,35.655,285.94729956,0.0,-1.8560418317999996,11.8001368,3.42812824,116262.66666000002
Vanuatu,1980,10.50041017,5.575,0.0,33.15304028,83.69999695,4400.0,1071.430192,52.638979882499996,0.355693163,41.77696198,2584.8103730000003,0.0,51.2,6.61619777,3.54522626725,58.348,78.12244,91.99186,9.487,0.0,19.79847395,-8.623921694,7.808640003,4.518254853,62.33333333
Venezuela,1980,23.83084859,4.199,9.0,28.77770272,35.0,491510.0,5841.28064,131.63074631,2.7046109110000005,21.8267277,12124.53638,36.91,35.2,25.99101564,7.6092951466,68.166,0.0,0.0,16.486,430.13207570000003,13.44400348,6.950975017999999,42.15213,4.028212804,90794.0
Vietnam,1980,21.06977173,5.046,-7.0,46.375103548999995,83.09999847,117250.0,365.6036275857142,10.9998433775,6.779599089,54.93068808833333,660.3613572,31.63,46.0,81.01489951149999,8.032765633,67.57,90.15612936,94.83651428,162.873,17.391131100000003,0.0,-8.555584538833335,15.51379299,2.604293788,16819.0
WallisetFutuna,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.828549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.16,0.0,0.0,0.0,0.0,0.0,23.833333335
WestBankandGazaStrip,1980,62.2923588,7.307,0.0,15.755327150000001,13.39999962,90.0,1207.954356,0.0,0.0,71.23828722333333,4062.8535909999996,0.0,57.9,5.5914225863333336,9.765444426,62.755,93.169313355,99.046019635,250.89,0.0,0.0,-55.48296007,0.0,2.997678565,1570.5555553333331
WesternSahara,1980,0.0,5.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.717,0.0,0.0,0.565,0.0,0.0,0.0,0.0,0.0,161.33333330000002
Yemen,1980,0.0,0.0,0.0,32.91488526,0.0,0.0,533.0693347399999,15.040576125,0.0,0.0,0.0,0.0,65.01666666666667,21.55630887,1.96358611425,0.0,0.0,0.0,33.819,0.0,0.0,0.0,0.0,4.874375628,1195.333333
Zambia,1980,26.69661954,7.182,-9.0,41.38921357,51.29999924,511340.0,475.26737860000003,20.965890025,1.4156077004999998,45.41062612,1461.601942,39.065,96.6,11.76291541,1.9409225877499998,51.172,0.0,0.0,7.672999999999999,76.68346674,17.834992985,-4.021412549,30.79485512,5.755965163,3531.0
Zimbabwe,1980,31.73064495,7.095,4.0,23.36739228,76.19999695,188940.0,501.2555977,30.417327835000002,3.5600805441999994,26.52302293,727.5454397999999,0.0,65.9,12.74093665,4.5955672615,59.406000000000006,83.51257977,95.41135812,18.655,129.4520478,22.32692358,-3.155630649,40.26741791,5.854420812000001,9636.0
Afghanistan,1984,58.34444904,7.676,-10.0,17.562746948,31.20000076,13500.0,0.0,2.679386285,0.0,28.355351731571428,2983.713732,0.0,148.8,13.211975018,0.8928244820000001,43.661,0.0,0.0,19.831,0.0,5.2259786880000005,-14.679296914428571,34.5282402,3.792672942,2830.666667
Albania,1984,40.62043796,3.2969999999999997,-9.0,17.41308265,80.5,7690.0,1065.235347,54.308117644999996,1.3345676185,19.37734691,11018.60262,0.0,43.9,-0.028354135,6.60667049325,71.14399999999999,95.93863978,98.83120696,100.564,530.48483326,13.350869729500001,-1.9642642609999998,12.34991932,2.834975431,7824.666667
Algeria,1984,16.63069856,6.192,-9.0,25.71001618,20.89999962,15790.0,2008.4721760000002,76.23031738750001,1.5008844656,27.46636749,17959.62611,32.67,67.9,8.433505552,3.826979825,63.16,0.0,0.0,8.999,95.60988739,45.25581817,-1.75635131,18.18716621,5.075362694,71096.66667
AmericanSamoa,1984,20.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,19264.04838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.477,0.0,0.0,0.0,0.0,4.96226781,0.0
Andorra,1984,42.55319149,0.0,0.0,0.0,0.0,160.0,14554.762840000001,1433.0207070000001,17.060038676666668,0.0,77460.89591,0.0,4.05,10.86473362,27.23584775575,0.0,0.0,0.0,97.654,0.0,0.0,0.0,12.65543461,5.2828584869999995,513.333333325
Angola,1984,46.04154969,7.207000000000001,-7.0,70.32448791833333,78.09999847,597280.0,376.89352585,41.61213011,0.0,54.821592215,7582.403742,44.74,129.9,1022.5296971121666,1.2926590272499998,40.671,0.0,0.0,7.047999999999999,47.18808042,0.0,15.152397338833334,68.28264618,7.650031804,5008.666667
Anguilla,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24790.94136,0.0,0.0,0.0,0.0,0.0,95.40709812,99.11373708,71.98899999999999,0.0,0.0,0.0,0.0,0.0,45.222222223333326
AntiguaandBarbuda,1984,29.54545455,2.0980000000000003,0.0,74.74385246,0.0,100.0,5850.656114,301.92659767500004,0.092391158,85.00469945,21072.334219999997,0.0,13.550000000000002,3.1454827219999997,27.1593047585,69.931,0.0,0.0,150.907,0.0,0.0,-10.26084699,7.480210304,-1.391479857,146.66666669999998
Argentina,1984,46.96074455,3.123,8.0,7.589895312,33.09999847,318610.0,6751.820111,337.473786625,7.9266794734,4.756486117,27904.65708,35.285,30.1,606.7359412000001,10.2665876508,70.439,93.91285971,96.88254343,10.754000000000001,316.8361995,14.19743288,2.8334091939999997,11.574860000000001,2.032241418,106513.0
Armenia,1984,49.515449436,2.441,-7.0,26.243593334000003,88.80000305,3040.0,806.67101336,23.761203815000002,2.459542130333333,50.749397832,8626.164485,35.22,52.9,119.86490387620002,3.12601287375,70.149,0.0,0.0,110.322,547.37460672,15.65908219,-24.5058045,11.532079699999999,1.793887566,3864.6666668
Aruba,1984,11.11111111,2.342,0.0,120.57324374999999,0.0,4.0,18178.4269425,0.0,0.0,141.84822935000003,37769.1644,0.0,0.0,4.323309121666667,18.85280140325,73.071,97.29125212,99.02641305,349.07199999999995,0.0,0.0,-21.27498559,0.0,0.9691358459999999,1821.1111110499999
Australia,1984,61.57517931,1.84,10.0,13.55258234,55.29999924,1549200.0,15027.66949,1771.000618,11.543885663833334,14.92303121,60885.75881,0.0,9.6,7.837041813,30.888483170249998,76.02,0.0,0.0,2.011,2135.575677,23.76498065,-1.474383971,18.100620000000003,1.062087418,236573.3333
Austria,1984,42.54699818,1.5219999999999998,10.0,34.02233845,58.59999847,38380.0,16375.10914,2659.73780225,11.176285708,34.79857526,67010.83859,23.04538597,11.3,4.9501088,33.7064588688,73.79,0.0,0.0,90.045,1037.764609,19.894416725,-0.835091072,22.1333,0.047129200999999996,54545.333329999994
Azerbaijan,1984,56.055813365999995,2.98,-7.0,53.86519494400001,87.80000305,9360.0,1026.57929864,16.8068768175,2.479389862,48.941152726,9281.555824,0.0,79.6,228.05778705859998,5.8621775136666665,65.499,0.0,0.0,75.809,1296.9384349333334,15.85377533,4.9240422196,9.489263605800001,1.8370082669999999,40742.533334
Bahamas,1984,1.098901099,2.9189999999999996,0.0,63.588261800000005,73.80000305,5150.0,18841.51612,584.469764725,2.2694284990000004,58.30679287,42848.27602,0.0,24.3,3.1714352189999997,15.8217376745,69.438,0.0,0.0,16.566,0.0,14.726019503999998,5.281468929,22.00443649,3.062036475,1855.3333329999998
Bahrain,1984,11.5942029,4.4719999999999995,-10.0,96.48621034,25.0,4.6,9619.930978,420.18693329999996,1.5018117753333333,93.84405843,39660.12438,0.0,22.0,-0.418480511,20.101416818750003,70.965,0.0,0.0,583.327,2782.891433,4.9033859275,2.642151913,12.43672228,2.91251769,9207.0
Bangladesh,1984,77.28355228,5.71,-7.0,3.279997223,61.40000153,14680.0,264.82342459999995,32.84658365,0.16851482875,12.95624424,1427.731516,24.91,121.0,14.04688355,0.9233585856666666,56.861000000000004,0.0,0.0,623.817,5.574101966000001,8.464810448000001,-9.676247022,17.75008774,5.83968334,9122.666667
Barbados,1984,44.18604651,1.858,0.0,71.92982856,76.59999847,80.0,7353.519251000001,453.25197042499997,15.734045331799999,67.18343399,26006.54684,0.0,19.7,5.448014762000001,30.16578564225,69.54,0.0,0.0,588.94,0.0,33.15248161,4.746394566,12.862216,-1.4610964130000001,748.0
Belarus,1984,45.20675219,2.099,-7.0,60.73419488799999,94.09999847,82730.0,1537.9113942400002,118.1910965525,3.0365044923333335,64.714360106,12399.95856,21.71,16.5,271.39652400600005,8.362749461333333,70.65,0.0,0.0,47.84,530.6711478,19.918541756,-3.9801652168000006,18.0744667825,2.449895788,64387.4
Belgium,1984,45.75077058333333,1.571,10.0,70.030404,56.70000076,6670.0,16013.871030000002,2324.14919275,8.884870109666666,69.67280616,42997.87603,28.06096746,10.2,5.438717464,30.2259669424,74.43,0.0,0.0,322.172,1486.3714220000002,26.1288119525,0.357484959,18.75999,0.11315361300000001,105405.6667
Belize,1984,4.252520823999999,5.17,0.0,62.44665718,21.29999924,14890.0,1798.958544,90.45181153,0.0211361604,70.15173068,7075.9533200000005,0.0,47.9,9.444440341,5.755797533,70.865,0.0,0.0,7.01,0.0,19.740765449999998,-7.705073495,42.74856186,2.740956407,172.33333330000002
Benin,1984,19.07430844,6.994,-7.0,19.57937532,42.79999924,50610.0,312.4100267,11.0225692975,0.0814843205,30.93192817,2487.640113,0.0,120.9,1.9535809569999998,0.8148704790000001,49.352,27.24525033,39.87661252,35.763000000000005,15.79907709,16.798905140000002,-11.35255285,25.50226974,5.0859194489999995,513.3333333
Bermuda,1984,20.0,0.0,0.0,26.34129685,0.0,10.0,42006.57456,0.0,0.0,36.13927456,91293.04491,0.0,0.0,10.29655249,51.0234156325,0.0,0.0,0.0,1083.792,0.0,0.0,-9.797977707000001,0.0,0.722024797,443.66666669999995
Bhutan,1984,9.446808511,6.362,-10.0,12.93080412,33.40000153,31410.0,302.56742149999997,43.998813117500006,0.125439808,47.359113799999996,2071.200911,0.0,114.7,8.238537015,3.369309547666667,47.92,0.0,0.0,10.146,0.0,7.9509426852,-33.78973635,17.945884699999997,7.196431212999999,51.33333333
Bolivia,1984,32.04744761,5.189,8.0,23.65486385,46.0,600910.0,906.9457718,38.487959975,19.7230301234,25.8198699,5890.958731000001,0.0,101.2,1443.397382,4.644692340000001,55.016000000000005,77.96600985333333,92.19019711333333,5.308,79.88695117,15.016348800000001,-2.16500605,19.60947037,4.187281721000001,4040.666667
BosniaandHerzegovina,1984,42.349019606,1.973,-5.0,31.40396935,88.59999847,21850.0,1601.6853722,133.870692895,3.0137737159999998,78.69141100750001,8440.789081,27.41,25.7,5.46561372675,12.80676448325,71.774,96.66309845,99.79393031,79.433,807.45109914,19.995826995,-47.2702388125,3.761750937,2.223109319,17678.466666
Botswana,1984,45.88781254,5.731,6.0,60.81127215,48.09999847,125350.0,1509.20752,228.33445415249997,0.49789684733333334,57.96219857,10900.87365,0.0,45.2,15.42698523,3.15375252625,62.762,0.0,0.0,1.9669999999999999,38.36877651,21.46588053,2.8490735860000003,26.70654106,12.01333038,1045.0
Brazil,1984,27.17964116,3.5869999999999997,-3.0,13.54758492,37.59999847,5459430.0,3154.965632,168.8510596,10.619566858199999,7.924387293,13780.507,46.61,64.0,212.78578169999997,11.247618573999999,64.081,84.9018676325,93.1964680275,15.665999999999999,229.75886569999997,14.085221874999998,5.623197625,19.0379,3.496511668,168791.3333
BritishVirginIslands,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8866.970828,0.0,19.999999999999996,0.0,0.0,0.0,0.0,0.0,84.391,0.0,0.0,0.0,0.0,0.0,33.0
Brunei,1984,2.2770398480000003,3.843,0.0,74.18211695000001,40.40000153,3970.0,22844.52382,577.075827225,6.046940029,33.38501310142857,119309.6927,0.0,11.4,-1.27417168,22.00380965025,71.898,0.0,0.0,36.946999999999996,1004.790769,0.0,40.79710384585714,16.59905243,3.56694854,1917.6666670000002
Bulgaria,1984,55.78956883,2.015,-7.0,40.13116139,93.30000305,33750.0,1469.146444,130.0654579125,4.3366133245,38.24614967,16603.95931,0.0,20.7,2.736752057,15.9080877625,71.35,0.0,0.0,80.733,1057.953989,19.738818291999998,1.8850117240000002,12.44767,1.014014797,87358.33333
BurkinaFaso,1984,32.83991228,7.159,-7.0,10.96091363,80.69999695,62480.0,155.6079769,10.6461371775,5.340215231,28.75779204,1541.050395,0.0,110.2,6.501085279,0.34958399325,48.992,12.84816893,19.41415165,29.061999999999998,0.0,12.18425259,-17.79687842,33.69688034,8.794115988,465.66666669999995
Burundi,1984,83.72274143,7.492000000000001,-7.0,11.50400691,95.30000305,1980.0,161.81153909999998,3.7816816275,4.472863438333333,23.55230979,1099.3803890000002,26.59,110.2,17.21619498,0.24742250020000003,48.52,73.125745775,81.10821289500001,168.68099999999998,0.0,14.28089027,-12.04830288,43.82777786,6.863580586,220.0
Cambodia,1984,15.24473148,6.2,-3.0,37.983663379333336,84.19999695,115460.0,362.52508249999994,8.288504244999999,0.10473498600000002,41.80482506714286,1198.009559,34.87,88.0,4.3451538085,0.2858197613333333,50.841,75.59824875000001,85.42712108,41.816,25.9140667275,9.336230691499999,-7.261492865857143,22.96832657,12.82308961,410.6666667
Cameroon,1984,19.27185801,6.707999999999999,-8.0,33.478594199999996,65.30000305,221160.0,826.8077331000001,8.730404862499999,1.794246638,30.99342605,5150.69893,38.68,94.9,13.55219179,1.542731831,52.623999999999995,54.81268528,75.95765932,21.491999999999997,26.5965859,9.753700886,2.485168147,29.70799255,5.328773705,6057.333333
Canada,1984,7.373500442,1.624,10.0,28.63971422,66.69999695,3101340.0,17516.239990000002,2038.7846245,14.322737196666667,25.11510692,48863.69775,24.78585623,8.3,3.2795537360000004,40.270257967,76.43,0.0,0.0,2.5610000000000004,3910.2742590000003,14.138762119999999,3.5246073019999997,15.179570000000002,1.1432256570000001,406677.3333
CaymanIslands,1984,8.333333332999999,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,78360.0424,0.0,0.0,0.0,61.0,0.0,0.0,0.0,73.35600000000001,0.0,0.0,0.0,0.0,3.488848118,187.0
CentralAfricanRepublic,1984,7.9970464539999995,5.952000000000001,-7.0,0.0,76.19999695,229030.0,0.0,0.0,0.17691149725000002,35.50167739,1817.2970510000002,0.0,0.0,0.0,0.0,48.742,42.13479552,54.504689625,0.0,0.0,6.214223404,-12.10768311,40.31264496,0.0,0.0
Chad,1984,38.23856417,7.0889999999999995,-4.0,18.01780726,39.79999924,123170.0,166.72075619999998,5.883628815,0.0,24.05303153,1792.6423120000002,0.0,119.9,24.06635311,0.5288757276666667,45.711000000000006,27.01782429,39.61523737,3.903,0.0,0.0,-6.035224272000001,35.50316238,3.61259816,216.33333330000002
ChannelIslands,1984,42.10526316,1.4340000000000002,0.0,0.0,0.0,8.0,42608.262835,0.0,0.0,0.0,0.0,0.0,0.0,3.8449444635,0.0,74.3,0.0,0.0,677.7230000000001,0.0,0.0,0.0,0.0,0.71508732,0.0
Chile,1984,22.19143814,2.655,-6.0,24.23391277,39.70000076,158340.0,2290.183269,203.6419837,3.8688347875999995,25.342655399999998,10142.63169,44.51,19.5,12.61234173,16.5595869336,71.40100000000001,96.47007241,98.79077329,15.739,138.1661903,17.80705408,-1.108742623,8.163350999999999,1.976357915,22198.0
China,1984,51.34335111,2.7689999999999997,-7.0,10.41128712,82.69999695,1770000.0,258.7202307,33.445006587499996,18.693264552400002,10.39031072,3583.8497740000003,0.0,42.0,4.9362075910000005,7.946294135,68.1,90.92021038,98.85873002,108.40899999999999,15.34768529,6.7801451356,0.020976401000000002,20.96404076,4.535197363,1814743.333
Colombia,1984,40.87967553,3.525,8.0,11.87579493,53.5,615090.0,2003.9920129999998,172.723762375,6.352777070399999,12.47217738,8941.10028,45.08,35.7,22.17500486,9.31406026725,67.311,92.46303826,97.65852741666667,25.779,303.8656062,11.424074614999999,-0.5963824529999999,19.899520000000003,3.239828372,48975.66667
Comoros,1984,64.51612903,6.766,-6.0,9.018906391,72.09999847,80.0,436.23452580000003,13.21327058,0.22213077,55.53568272,2582.1751679999998,55.19,104.1,6.159892419,1.533022595,53.625,58.20423375,70.949387915,201.425,0.0,0.0,-46.51677633,18.19371986,4.822292013,47.66666667
CookIslands,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.26868052500004,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,74.797,0.0,0.0,0.0,8.616690636,0.0,22.0
CostaRica,1984,53.81903643,3.491,10.0,29.00421722,37.59999847,23760.0,2824.580879,258.01763775,32.7644284,29.03058101,11016.14186,34.905,18.8,17.88360692,11.9449460196,74.23100000000001,92.62904202,97.14819395,51.254,614.7124458,15.72456601,-0.026363794,15.732420000000001,3.8674905560000004,2002.0
Coted'Ivoire,1984,56.29245283,7.138999999999999,-9.0,45.3119277,47.90000153,103280.0,742.6592873,11.334270159999999,7.463669342249999,31.79127049,4500.52964,28.46,106.4,17.90989589,0.7472884664999999,52.21,41.44002018,54.61606555,31.29,47.73371524,15.3768237,13.520657199999999,62.63657379,4.677026167,5404.666667
Croatia,1984,28.500729074000002,1.943,-5.0,44.441546948,77.5,18850.0,5432.395099750001,546.1476519,8.636873330999999,48.17914431,27044.601769999997,19.42,17.0,122.63639145539996,22.2648661585,71.07,0.0,0.0,78.842,1228.46737808,21.088478874,-3.818211367599999,14.249768,1.313705809,20203.333332
Cuba,1984,57.18808194,1.8319999999999999,-7.0,32.30559705,46.0,24350.0,3508.5439590000005,250.4935075,16.628678255,44.10863146,15291.21264,0.0,15.6,2.5843899219999997,5.48027907725,74.435,0.0,0.0,90.21700000000001,248.98545919999998,0.0,-11.80303441,12.910017999999997,1.333511519,32600.33333
Cyprus,1984,18.72294372,2.4530000000000003,10.0,54.65828959,51.20000076,1720.0,7893.657975,487.82622885,10.026009611800001,67.10034074,26037.41785,0.0,13.4,8.181918685,18.4237596682,75.541,94.3624702,99.62139416,75.428,365.7479606,41.7955988725,-12.44205115,13.647245,2.45190554,3182.666667
CzechRepublic,1984,55.230525437500006,1.99,-7.0,0.0,88.19999695,26370.0,0.0,0.0,10.691920151249999,63.46998231,31801.84622,20.165,0.0,0.0,0.0,70.99,0.0,0.0,0.0,729.2840916,15.5991019975,-0.6682984668000003,10.692814600000002,0.0,0.0
Denmark,1984,67.3666824,1.4,10.0,37.32908167,82.69999695,4860.0,21692.26082,3410.736777,17.083094963333334,36.63026766,45202.82002,0.0,8.0,5.983422008,42.2417177492,74.65,0.0,0.0,118.705,1655.742175,32.135227395,0.6988140070000001,12.05005,0.096858234,50592.66667
Djibouti,1984,56.12597066,6.239,-8.0,38.773773642500004,69.80000305,60.0,860.6400104,33.21649415,0.0,57.9347758575,6189.965147999999,27.84,104.4,4.3935967716,0.8167459859999999,55.174,0.0,0.0,16.569000000000003,0.0,0.0,-19.1610022175,34.83585358,3.86395284,355.6666667
Dominica,1984,25.33333333,0.0,0.0,35.6156478,0.0,470.0,2867.856057,166.26599692500002,4.350242473000001,68.38699040000002,9800.367818,0.0,13.8,6.6282001379999995,20.3649938585,0.0,0.0,0.0,98.818,0.0,0.0,-32.77134259,6.593111037999999,0.089277599,44.0
DominicanRepublic,1984,54.42880795,3.978,6.0,0.0,33.29999924,19720.0,0.0,0.0,3.2034169736666662,32.84480775,5730.1770369999995,39.953333333333326,0.0,0.0,0.0,64.706,0.0,0.0,0.0,219.88025730000004,13.911068875,-4.636800858,49.18263245,0.0,0.0
EastGermany,1984,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.435830000000001,0.0,326084.0
Ecuador,1984,26.20647305,4.306,8.0,25.75344886,26.70000076,118410.0,1277.740533,43.3307127825,4.8886178954,23.31078017,13937.876540000001,0.0,56.5,-1.9893999130000002,5.0375820970000005,65.44800000000001,0.0,0.0,31.241999999999997,151.5144538,25.20223488,2.442668687,15.46362114,4.326022856,21255.66667
